Delivery_person_Age,Delivery_person_Ratings,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_Orderd_hour,Delivery_city
35.0,5.0,1900-01-01 21:55:00,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21,PUNE
20.0,5.0,1900-01-01 19:45:00,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,DEH
31.0,4.0,1900-01-01 21:30:00,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,HYD
37.0,4.1,1900-01-01 22:25:00,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,INDO
27.0,4.6,1900-01-01 08:35:00,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,8,MYS
31.0,4.6,1900-01-01 23:55:00,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Urban,23,INDO
26.0,4.7,1900-01-01 20:45:00,Fog,Jam,2,Meal,scooter,1.0,No,Urban,20,HYD
27.0,4.5,1900-01-01 21:40:00,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,21,MUM
25.0,5.0,1900-01-01 12:30:00,Sunny,High,1,Buffet,scooter,0.0,No,Urban,12,MUM
27.0,4.4,1900-01-01 10:15:00,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,10,MUM
31.0,4.8,1900-01-01 18:25:00,Stormy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,18,BANG
24.0,4.8,1900-01-01 17:35:00,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,17,RANCHI
38.0,4.4,1900-01-01 19:35:00,Fog,Jam,2,Meal,scooter,2.0,Yes,Urban,19,MYS
39.0,4.7,1900-01-01 18:40:00,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,18,HYD
21.0,5.0,1900-01-01 20:15:00,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,20,LUDH
36.0,4.9,1900-01-01 23:30:00,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,23,GOA
20.0,4.7,1900-01-01 20:20:00,Sandstorms,Jam,1,Snack,scooter,0.0,No,Urban,20,PUNE
23.0,4.6,1900-01-01 10:50:00,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,10,PUNE
31.0,5.0,1900-01-01 19:45:00,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,19,KOC
35.0,4.5,1900-01-01 21:15:00,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,,VAD
,,1900-01-01 21:40:00,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,SUR
27.0,4.6,1900-01-01 20:40:00,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,SUR
35.0,3.9,1900-01-01 22:10:00,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,21,SUR
34.0,3.5,1900-01-01 22:20:00,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,COIMB
27.0,5.0,,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,17,INDO
36.0,4.5,1900-01-01 10:25:00,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,10,ALH
39.0,4.8,1900-01-01 10:55:00,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,10,BANG
27.0,4.5,1900-01-01 17:05:00,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,,HYD
30.0,4.6,1900-01-01 19:25:00,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,19,MYS
21.0,5.0,1900-01-01 23:25:00,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,23,COIMB
29.0,4.9,,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,23,SUR
29.0,4.7,1900-01-01 20:35:00,Fog,Jam,2,Snack,scooter,1.0,No,,20,BANG
32.0,4.6,1900-01-01 23:15:00,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,GOA
34.0,4.4,1900-01-01 11:15:00,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,11,BHP
30.0,4.6,1900-01-01 17:45:00,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,17,SUR
24.0,4.8,1900-01-01 10:10:00,Sunny,Low,2,Meal,motorcycle,1.0,No,Urban,9,CHEN
35.0,4.3,1900-01-01 20:40:00,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,20,BANG
32.0,4.6,1900-01-01 19:40:00,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,HYD
32.0,4.7,1900-01-01 09:05:00,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,,MYS
36.0,4.9,1900-01-01 20:40:00,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,20,RANCHI
28.0,5.0,1900-01-01 23:35:00,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,23,MYS
30.0,4.8,,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,,AURG
36.0,4.9,,Sunny,Low,2,Buffet,motorcycle,0.0,No,Urban,8,INDO
22.0,4.3,1900-01-01 17:45:00,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,BANG
39.0,4.0,1900-01-01 18:20:00,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,AGR
20.0,4.6,,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,10,MUM
39.0,4.8,,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,23,JAP
24.0,4.7,1900-01-01 09:35:00,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,9,RANCHI
26.0,4.8,1900-01-01 20:25:00,Stormy,Jam,2,Drinks,scooter,0.0,No,Urban,20,COIMB
20.0,4.8,1900-01-01 21:55:00,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,BANG
27.0,4.0,1900-01-01 22:40:00,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,VAD
29.0,4.8,1900-01-01 18:25:00,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,18,MUM
25.0,4.8,,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,LUDH
38.0,4.7,1900-01-01 12:25:00,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,12,GOA
22.0,4.8,1900-01-01 23:05:00,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,22,LUDH
20.0,4.8,1900-01-01 18:05:00,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,CHEN
24.0,4.3,,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,19,PUNE
25.0,4.7,1900-01-01 21:40:00,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,21,MUM
26.0,4.6,1900-01-01 17:50:00,Windy,Medium,2,Buffet,motorcycle,1.0,No,Urban,17,RANCHI
31.0,4.0,1900-01-01 19:20:00,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,19,MUM
25.0,4.5,1900-01-01 11:55:00,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,11,HYD
36.0,4.2,1900-01-01 11:50:00,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,11,COIMB
30.0,4.9,1900-01-01 19:40:00,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,19,MUM
22.0,5.0,1900-01-01 22:50:00,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,22,SUR
27.0,4.7,1900-01-01 19:25:00,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,19,INDO
20.0,4.5,1900-01-01 21:05:00,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,MUM
26.0,4.5,1900-01-01 19:15:00,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,JAP
35.0,4.8,1900-01-01 23:45:00,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Urban,23,MUM
26.0,4.8,1900-01-01 21:20:00,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,21,GOA
37.0,3.8,1900-01-01 19:55:00,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,BANG
39.0,4.0,1900-01-01 17:35:00,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,17,HYD
24.0,4.8,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,RANCHI
26.0,4.9,1900-01-01 20:50:00,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,20,AURG
27.0,4.7,1900-01-01 12:35:00,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,12,PUNE
37.0,4.7,1900-01-01 09:10:00,Fog,Low,2,Meal,scooter,0.0,No,Urban,,PUNE
21.0,4.8,1900-01-01 10:25:00,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,10,PUNE
20.0,4.7,1900-01-01 11:30:00,Fog,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,AGR
23.0,4.7,1900-01-01 12:10:00,Stormy,High,0,Drinks,motorcycle,1.0,No,Urban,11,MUM
36.0,4.5,1900-01-01 23:20:00,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,23,INDO
36.0,4.8,1900-01-01 22:50:00,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,KNP
28.0,4.1,1900-01-01 14:30:00,Sunny,High,0,Meal,motorcycle,1.0,Yes,Metropolitian,14,PUNE
31.0,4.8,,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,RANCHI
20.0,4.8,1900-01-01 23:40:00,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,COIMB
32.0,4.8,1900-01-01 23:25:00,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,23,INDO
31.0,4.8,1900-01-01 20:55:00,Sandstorms,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,20,CHEN
21.0,4.5,1900-01-01 17:55:00,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Urban,17,BANG
34.0,4.9,1900-01-01 10:05:00,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,,INDO
37.0,4.0,1900-01-01 18:35:00,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,COIMB
34.0,3.5,1900-01-01 17:40:00,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,17,JAP
26.0,4.0,1900-01-01 09:15:00,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,9,JAP
34.0,4.9,1900-01-01 10:40:00,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,10,JAP
25.0,4.9,1900-01-01 21:35:00,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,21,DEH
36.0,4.9,1900-01-01 18:35:00,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,VAD
37.0,5.0,1900-01-01 23:35:00,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,23,AGR
24.0,4.6,1900-01-01 22:05:00,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,21,MYS
39.0,5.0,1900-01-01 10:20:00,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,10,SUR
29.0,4.5,1900-01-01 23:45:00,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,23,KNP
22.0,4.6,1900-01-01 17:40:00,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,17,JAP
22.0,4.9,1900-01-01 12:05:00,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,11,HYD
24.0,4.9,1900-01-01 14:50:00,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,14,PUNE
39.0,4.7,1900-01-01 11:35:00,Sunny,High,2,Drinks,motorcycle,1.0,No,Metropolitian,11,MYS
21.0,4.7,1900-01-01 13:05:00,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,,DEH
22.0,4.6,1900-01-01 20:40:00,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,20,KOL
29.0,2.6,1900-01-01 23:55:00,Sunny,Low,2,Snack,electric_scooter,2.0,No,Metropolitian,23,RANCHI
28.0,4.5,1900-01-01 18:55:00,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,SUR
22.0,4.8,1900-01-01 18:40:00,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,18,PUNE
38.0,4.1,1900-01-01 18:20:00,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,RANCHI
29.0,4.6,1900-01-01 18:45:00,Windy,Medium,2,Drinks,motorcycle,1.0,No,Urban,18,MUM
26.0,4.9,,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,23,ALH
,,1900-01-01 11:05:00,Sunny,Low,2,Meal,scooter,0.0,No,,,CHEN
35.0,4.6,1900-01-01 08:30:00,Stormy,Low,2,Buffet,scooter,,No,Metropolitian,8,MUM
28.0,4.5,1900-01-01 21:40:00,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,21,KOL
23.0,4.6,1900-01-01 10:05:00,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,JAP
33.0,4.8,1900-01-01 19:55:00,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,MYS
37.0,4.0,1900-01-01 18:45:00,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,DEH
20.0,4.8,1900-01-01 19:55:00,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,19,KNP
25.0,4.8,1900-01-01 22:25:00,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,MUM
21.0,4.7,1900-01-01 14:35:00,Fog,High,2,Snack,scooter,1.0,No,Urban,14,MYS
27.0,4.9,1900-01-01 23:20:00,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,RANCHI
33.0,4.9,1900-01-01 09:55:00,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,9,LUDH
33.0,4.7,1900-01-01 12:35:00,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,12,LUDH
34.0,4.0,1900-01-01 09:45:00,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,9,KOC
20.0,4.9,1900-01-01 23:35:00,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,23,RANCHI
36.0,4.3,1900-01-01 13:30:00,Cloudy,High,2,Snack,motorcycle,0.0,No,Metropolitian,13,BANG
31.0,4.9,1900-01-01 22:10:00,Fog,Jam,2,Snack,motorcycle,,No,Metropolitian,,COIMB
23.0,4.5,,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,9,VAD
30.0,4.8,1900-01-01 18:35:00,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,18,JAP
34.0,4.9,1900-01-01 22:35:00,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,AGR
31.0,4.1,1900-01-01 23:25:00,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,23,INDO
34.0,4.9,1900-01-01 17:35:00,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,JAP
26.0,4.9,,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,13,CHEN
24.0,5.0,1900-01-01 18:40:00,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,JAP
37.0,5.0,1900-01-01 18:50:00,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,18,VAD
27.0,4.7,1900-01-01 17:55:00,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,PUNE
39.0,4.8,1900-01-01 23:25:00,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,PUNE
21.0,4.8,1900-01-01 17:30:00,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,17,MYS
24.0,4.7,1900-01-01 21:35:00,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,21,AURG
39.0,4.6,1900-01-01 14:30:00,Fog,High,0,Meal,motorcycle,,No,Metropolitian,14,BANG
23.0,4.8,1900-01-01 12:05:00,Sunny,High,1,Buffet,motorcycle,0.0,No,Urban,11,INDO
36.0,4.3,,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,18,MYS
26.0,4.7,1900-01-01 19:55:00,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,19,BHP
38.0,4.7,1900-01-01 22:45:00,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,COIMB
22.0,4.7,1900-01-01 11:45:00,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,11,HYD
25.0,4.6,1900-01-01 18:45:00,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,18,AGR
32.0,4.9,1900-01-01 19:10:00,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,18,SUR
24.0,4.5,1900-01-01 09:40:00,Windy,Low,1,Drinks,scooter,0.0,,,9,VAD
39.0,4.8,1900-01-01 09:15:00,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,9,BANG
35.0,4.9,1900-01-01 18:25:00,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,JAP
22.0,4.5,1900-01-01 22:55:00,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,BANG
31.0,4.5,1900-01-01 19:05:00,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,MUM
35.0,3.5,1900-01-01 20:25:00,Windy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,20,INDO
31.0,5.0,1900-01-01 21:55:00,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,21,MUM
25.0,4.9,1900-01-01 20:15:00,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,,LUDH
22.0,4.5,1900-01-01 22:30:00,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,RANCHI
21.0,4.8,1900-01-01 23:55:00,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,23,MUM
22.0,4.9,1900-01-01 19:15:00,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,19,CHEN
39.0,4.7,1900-01-01 08:40:00,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,8,VAD
36.0,4.4,,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,17,SUR
22.0,4.9,1900-01-01 22:55:00,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,22,KOC
39.0,4.8,1900-01-01 21:55:00,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,21,VAD
25.0,4.1,1900-01-01 18:05:00,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,,HYD
28.0,4.0,1900-01-01 14:30:00,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,14,INDO
29.0,4.6,1900-01-01 23:35:00,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,MYS
,,1900-01-01 18:50:00,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,SUR
33.0,4.8,1900-01-01 17:40:00,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,CHEN
33.0,5.0,1900-01-01 22:05:00,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,21,RANCHI
38.0,4.8,1900-01-01 21:40:00,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,21,ALH
29.0,4.6,,Stormy,Low,2,Drinks,scooter,1.0,No,,23,JAP
38.0,4.5,1900-01-01 20:05:00,Sunny,Jam,0,Drinks,motorcycle,,No,Metropolitian,,VAD
27.0,4.7,1900-01-01 18:20:00,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,18,AGR
28.0,4.2,1900-01-01 19:40:00,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,BANG
28.0,4.7,1900-01-01 20:05:00,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,,BANG
30.0,4.5,1900-01-01 22:40:00,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,22,COIMB
38.0,4.6,1900-01-01 18:50:00,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,COIMB
35.0,4.8,1900-01-01 20:35:00,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,VAD
33.0,4.4,1900-01-01 19:35:00,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,19,INDO
28.0,4.0,1900-01-01 12:10:00,Fog,High,2,Drinks,motorcycle,1.0,No,Urban,,MUM
38.0,4.7,1900-01-01 19:10:00,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,BANG
34.0,4.6,1900-01-01 11:40:00,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,11,MYS
33.0,4.5,1900-01-01 20:25:00,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,COIMB
33.0,4.0,,Cloudy,High,0,Snack,motorcycle,0.0,No,,11,MUM
31.0,5.0,,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,MUM
29.0,5.0,1900-01-01 20:10:00,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Urban,,BHP
39.0,4.8,1900-01-01 23:35:00,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,23,PUNE
37.0,4.8,1900-01-01 08:55:00,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,8,BANG
39.0,4.9,,Sunny,Low,1,Snack,scooter,0.0,No,,8,CHEN
38.0,4.8,1900-01-01 18:25:00,Sunny,Medium,0,Meal,motorcycle,0.0,No,Urban,18,AGR
37.0,4.8,1900-01-01 21:55:00,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,21,RANCHI
34.0,4.5,1900-01-01 08:35:00,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,8,MYS
25.0,4.9,1900-01-01 14:50:00,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,14,HYD
27.0,5.0,1900-01-01 23:35:00,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,MYS
35.0,4.3,1900-01-01 19:40:00,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,19,INDO
37.0,4.3,1900-01-01 12:40:00,Fog,High,1,Buffet,scooter,2.0,No,Metropolitian,12,CHEN
32.0,4.6,1900-01-01 20:40:00,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,20,INDO
21.0,4.7,1900-01-01 09:10:00,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,JAP
34.0,4.1,1900-01-01 10:30:00,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,10,MYS
34.0,4.0,1900-01-01 21:40:00,Cloudy,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,21,RANCHI
38.0,4.6,1900-01-01 23:25:00,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,23,GOA
35.0,4.1,1900-01-01 20:20:00,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,20,BANG
36.0,4.6,1900-01-01 10:45:00,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,10,PUNE
31.0,4.0,1900-01-01 20:20:00,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,20,BANG
24.0,4.7,,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,23,JAP
27.0,4.1,1900-01-01 20:55:00,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,20,INDO
34.0,4.8,1900-01-01 14:55:00,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,14,INDO
24.0,4.6,1900-01-01 23:30:00,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,23,INDO
35.0,4.9,1900-01-01 18:30:00,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Urban,18,INDO
27.0,5.0,1900-01-01 22:10:00,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,21,DEH
39.0,4.8,,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,19,COIMB
25.0,4.5,1900-01-01 20:50:00,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,20,COIMB
26.0,4.6,1900-01-01 20:15:00,Sunny,Jam,1,Buffet,scooter,,No,Urban,20,JAP
37.0,4.6,1900-01-01 15:55:00,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,PUNE
37.0,4.3,1900-01-01 12:10:00,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,11,BANG
28.0,4.8,1900-01-01 20:35:00,Cloudy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,20,JAP
32.0,4.5,1900-01-01 16:35:00,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,16,RANCHI
28.0,5.0,1900-01-01 21:05:00,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,20,PUNE
22.0,4.5,1900-01-01 17:35:00,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,17,JAP
37.0,4.8,1900-01-01 15:30:00,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,15,KOL
32.0,4.6,1900-01-01 20:25:00,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,20,KOC
22.0,4.9,1900-01-01 18:30:00,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,18,KNP
21.0,5.0,,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,22,PUNE
31.0,4.8,1900-01-01 15:15:00,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,,HYD
23.0,4.7,1900-01-01 09:45:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,9,GOA
23.0,4.7,1900-01-01 20:35:00,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,20,RANCHI
25.0,4.5,,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,,MUM
22.0,4.6,,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,RANCHI
29.0,4.8,,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,MYS
27.0,4.7,1900-01-01 21:10:00,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,COIMB
36.0,4.2,1900-01-01 17:55:00,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,17,BHP
24.0,4.0,1900-01-01 19:25:00,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,VAD
24.0,4.6,1900-01-01 18:20:00,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,18,AGR
36.0,4.9,1900-01-01 18:10:00,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,,HYD
32.0,4.6,1900-01-01 21:55:00,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,21,KOC
37.0,4.9,1900-01-01 10:10:00,Fog,Low,1,Buffet,motorcycle,,No,Metropolitian,,SUR
22.0,4.8,1900-01-01 20:45:00,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20,BANG
37.0,4.8,1900-01-01 15:05:00,Sunny,High,2,Meal,scooter,0.0,No,Metropolitian,14,COIMB
24.0,4.5,1900-01-01 18:05:00,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,17,HYD
25.0,4.6,1900-01-01 17:50:00,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,17,KOL
