Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Time_Orderd_hour,Delivery_city
23.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.487442329395,21,LUDH
38.0,4.4,Cloudy,Medium,2,Buffet,motorcycle,2.0,No,Metropolitian,33,20002.51189327701,17,JAP
36.0,5.0,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,47,20002.51180161068,,ALH
28.0,4.9,Stormy,Medium,2,Snack,scooter,1.0,No,Urban,29,20002.489325344788,17,PUNE
32.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,,25,20002.520236322427,9,BANG
39.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.505113877793,17,BANG
29.0,5.0,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,38,20002.497390659842,18,COIMB
25.0,5.0,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.511543588123,17,SUR
35.0,4.8,Windy,Medium,0,Drinks,motorcycle,3.0,No,Metropolitian,49,20002.4986566467,18,VAD
36.0,4.5,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,37,20002.511633110087,22,INDO
33.0,4.3,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,38,20002.50899146611,20,RANCHI
27.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51871946372,19,MYS
37.0,4.7,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,17,20002.52024936258,8,ALH
21.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.505004922044,22,COIMB
37.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,41,20002.49872106186,22,INDO
33.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,Yes,Metropolitian,46,20002.520240172646,11,HYD
32.0,4.7,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,48,20002.489798062667,20,SUR
35.0,4.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.51593930853,20,INDO
28.0,3.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,20002.518858822223,21,JAP
21.0,4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,17,20002.51143662322,,MUM
21.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.51360301577,17,MYS
35.0,4.3,Stormy,Medium,2,Drinks,motorcycle,1.0,No,,33,20002.517402056117,15,CHEN
28.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.51872442157,19,CHEN
23.0,4.3,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.511404605553,19,PUNE
20.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.51579480065,,HYD
22.0,4.6,Windy,Medium,1,Snack,scooter,1.0,No,Urban,26,20002.51740071359,15,BANG
30.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,33,20002.519729371816,9,JAP
23.0,4.8,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,27,20002.506322383237,23,JAP
34.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.51966377658,8,COIMB
34.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.52024670747,8,RANCHI
36.0,4.2,Fog,Jam,1,Snack,scooter,2.0,No,Urban,42,20002.508461257334,21,GOA
26.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.511436363893,,MUM
35.0,4.5,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51970014993,11,SUR
36.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Urban,25,20002.51582232049,21,PUNE
22.0,4.9,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.515822568155,21,PUNE
37.0,4.8,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,30,20002.508297274988,17,MYS
29.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.50867336652,20,MUM
38.0,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,20,20002.497554329657,22,BANG
39.0,4.1,Cloudy,Medium,2,Drinks,motorcycle,,No,Urban,35,20002.508298440946,18,MYS
35.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.515700635704,17,CHEN
35.0,4.5,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,30,20002.51747930452,15,PUNE
22.0,4.8,Windy,Low,2,Snack,motorcycle,0.0,No,Urban,12,20002.49738944111,22,COIMB
29.0,4.8,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,,15,20002.51362082845,23,CHEN
38.0,4.5,Stormy,Medium,1,Snack,motorcycle,1.0,No,,26,20002.50868004533,,MUM
25.0,4.8,Stormy,High,0,Buffet,motorcycle,0.0,No,Urban,28,20002.51764602921,14,AGR
31.0,4.0,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,31,20002.517379130386,16,COIMB
36.0,4.5,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,20002.511350055098,21,HYD
24.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.505573509494,21,MUM
26.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.52025699965,,LUDH
22.0,3.7,Sunny,High,0,Meal,motorcycle,2.0,No,Metropolitian,47,20002.517401937323,13,CHEN
23.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.511161166094,21,BANG
32.0,4.2,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,35,20002.518808582063,21,KOL
33.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,,33,20002.51881027695,23,INDO
37.0,4.6,Fog,Low,0,Buffet,motorcycle,2.0,Yes,Urban,42,20002.50873281854,23,AURG
32.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.515958554683,19,RANCHI
27.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,20,20002.51971069635,9,RANCHI
25.0,5.0,Fog,Jam,2,Meal,scooter,,No,Metropolitian,32,20002.51217758124,21,LUDH
35.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,,29,20002.520246702705,10,RANCHI
33.0,4.7,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.519661342318,11,KOC
34.0,4.9,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.51602528327,18,ALH
31.0,4.7,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.517434343757,14,GOA
20.0,4.6,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.51966122724,11,KOC
35.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,28,20002.520245846186,10,INDO
28.0,4.9,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.51970030318,11,SUR
38.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.520246727137,8,RANCHI
26.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.5157943621,17,HYD
30.0,5.0,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.48913037868,18,HYD
38.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.51566548756,22,COIMB
26.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.511139897364,18,MYS
35.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,46,20002.49755426549,20,BANG
34.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.517368986853,15,KOC
38.0,3.5,Windy,Jam,2,Meal,electric_scooter,0.0,No,,32,20002.511436363893,19,MUM
36.0,4.8,Sunny,Low,2,Drinks,electric_scooter,0.0,,Metropolitian,11,20002.515939141664,23,INDO
24.0,4.6,Fog,Low,2,Meal,scooter,,No,Metropolitian,18,20002.519705555344,9,VAD
24.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,14,20002.488482764395,17,BANG
22.0,4.5,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,26,20002.51109673025,18,COIMB
26.0,3.7,Sunny,High,0,Drinks,motorcycle,1.0,Yes,Semi-Urban,51,20002.519707669468,11,INDO
21.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.505074490593,,MYS
29.0,4.8,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,20002.50574531415,23,SUR
23.0,5.0,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,20002.518817232674,23,RANCHI
22.0,3.9,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,52,20002.51971063774,11,RANCHI
36.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.505894731334,23,INDO
37.0,4.8,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,18,20002.520241241582,9,PUNE
38.0,4.8,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,20,20002.518719727977,22,MYS
20.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.498493722116,23,SUR
39.0,4.9,Fog,High,1,Meal,scooter,,No,Metropolitian,37,20002.519700269142,,SUR
32.0,4.3,Sandstorms,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,37,20002.508825345365,18,SUR
32.0,4.8,Cloudy,Low,0,Meal,motorcycle,2.0,No,Urban,37,20002.49749674992,22,MYS
35.0,4.3,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.50873274284,21,AURG
33.0,4.9,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,32,20002.516195732613,21,DEH
23.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,20002.505852053488,22,VAD
27.0,4.1,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,34,20002.51140373598,21,PUNE
31.0,4.2,Fog,Jam,1,Meal,scooter,0.0,No,,42,20002.497496511514,21,MYS
27.0,4.8,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,20002.511898315828,17,JAP
20.0,4.6,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Urban,20,20002.51116283262,17,BANG
26.0,4.6,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.52024267131,11,AURG
23.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.511162830073,19,BANG
25.0,4.6,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,20002.520241867842,8,MUM
,,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,36,20002.50882348008,,SUR
23.0,4.9,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.49024625837,18,RANCHI
24.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.498207413417,,MUM
32.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.517400712757,15,BANG
36.0,4.7,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.511544385357,18,SUR
29.0,4.8,Sunny,High,1,Buffet,scooter,0.0,No,Urban,13,20002.51968875991,11,PUNE
21.0,5.0,Sunny,Jam,2,Snack,scooter,1.0,No,,24,20002.512177791887,21,LUDH
20.0,4.7,Cloudy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,46,20002.508296849628,20,MYS
36.0,4.1,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,43,20002.489427743432,19,MUM
21.0,4.7,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.517378932327,12,COIMB
23.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.509309268382,18,AGR
35.0,4.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,25,20002.498236276035,22,MUM
20.0,4.8,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,20002.51970016327,9,SUR
35.0,4.2,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.508332710146,17,CHEN
30.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.49738972567,23,COIMB
37.0,4.3,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.511622097238,22,KOL
32.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.48979884379,23,SUR
25.0,4.9,Stormy,Low,1,Buffet,scooter,,No,Metropolitian,12,20002.51971001689,10,BHP
20.0,4.7,Stormy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,20002.519669067493,11,BANG
34.0,3.5,Fog,Low,2,Drinks,motorcycle,2.0,No,Urban,36,20002.491020925296,23,JAP
23.0,4.6,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,16,20002.517392973234,12,MYS
39.0,4.1,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,39,20002.509249486662,17,KNP
33.0,4.9,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.489129265345,,HYD
23.0,4.9,Windy,Medium,2,Snack,scooter,,No,Metropolitian,15,20002.48593928221,17,ALH
24.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,47,20002.51140284189,20,PUNE
30.0,4.4,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.517487935555,16,MUM
33.0,4.6,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,44,20002.48979393286,19,SUR
24.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.515665273495,22,COIMB
27.0,4.5,Cloudy,Low,1,Drinks,scooter,,No,Urban,10,20002.51872416111,22,CHEN
21.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.515698587093,19,BANG
22.0,3.7,Sunny,High,0,Meal,motorcycle,0.0,No,Metropolitian,43,20002.517400170003,,BANG
31.0,4.9,Windy,Jam,0,Drinks,motorcycle,0.0,No,Urban,31,20002.513947610292,21,VAD
32.0,4.7,Cloudy,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,46,20002.497558840387,19,BANG
39.0,4.6,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,17,20002.518810552938,22,INDO
33.0,4.8,Windy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36,20002.518817185603,18,RANCHI
25.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.511165935946,,CHEN
29.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.505556585755,21,MUM
35.0,4.1,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.48825196938,19,COIMB
31.0,4.7,Sunny,Medium,1,Meal,scooter,,No,Urban,19,20002.51747898442,16,PUNE
32.0,4.5,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,20002.506334597398,18,JAP
27.0,4.6,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.52024200717,8,MUM
36.0,4.7,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,20002.513622130708,20,CHEN
25.0,4.5,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.51569861108,19,BANG
30.0,4.9,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.513847956307,19,AURG
23.0,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Urban,27,20002.518719712956,21,MYS
24.0,4.2,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.48840043652,18,MYS
24.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,41,20002.489315262665,18,PUNE
21.0,4.5,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,16,20002.511427010013,19,MUM
32.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,29,20002.519691501497,9,MUM
24.0,4.6,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.517461901854,,HYD
34.0,4.2,Stormy,Jam,1,Snack,motorcycle,0.0,No,Urban,40,20002.50899085779,19,RANCHI
32.0,4.8,Fog,Medium,1,Meal,motorcycle,0.0,No,,16,20002.515687114377,17,MYS
20.0,4.8,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,12,20002.51413863958,17,KNP
33.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,25,20002.518724321606,,CHEN
33.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,28,20002.511671005574,18,RANCHI
31.0,4.8,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,26,20002.513799243494,,PUNE
20.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.51884123065,21,ALH
39.0,4.2,Fog,Jam,2,Snack,scooter,3.0,No,Metropolitian,44,20002.498716751732,20,INDO
39.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.505894064634,23,INDO
39.0,4.2,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.515893580323,17,SUR
33.0,4.5,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.520244086256,9,SUR
31.0,4.6,Windy,Low,2,Buffet,motorcycle,0.0,No,Urban,26,20002.497554329657,22,BANG
25.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.490111033192,17,INDO
28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.516059911995,,KNP
28.0,4.8,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.48840043652,18,MYS
24.0,4.6,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.517400675963,12,CHEN
34.0,4.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51595888501,17,RANCHI
29.0,4.8,Stormy,Jam,1,Meal,scooter,,No,Metropolitian,24,20002.51871977676,20,MYS
20.0,4.8,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,13,20002.499367032717,23,JAP
30.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.49880964858,22,RANCHI
20.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,20002.519667195436,10,MYS
32.0,4.9,Cloudy,Medium,2,Buffet,scooter,2.0,No,Metropolitian,37,20002.51109646363,18,COIMB
20.0,4.5,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.519677330467,10,GOA
39.0,4.4,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,42,20002.49091963015,23,KNP
33.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,15,20002.49755426549,22,BANG
32.0,4.6,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,34,20002.515958435415,19,RANCHI
35.0,4.3,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,32,20002.488402576026,21,MYS
31.0,4.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,30,20002.517554100166,15,INDO
37.0,4.7,Fog,Medium,2,Snack,electric_scooter,0.0,No,Urban,15,20002.517546241885,15,VAD
26.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.508981471754,18,BHP
37.0,4.9,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,38,20002.511897228906,19,JAP
37.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,22,20002.505074490593,,MYS
26.0,5.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.50857074429,18,HYD
39.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520244098523,9,SUR
34.0,4.7,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.515940083857,19,INDO
32.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,39,20002.517400712757,15,BANG
24.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.517400712757,14,BANG
29.0,4.8,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.51142361699,19,MUM
39.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.49801452968,,HYD
36.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Urban,28,20002.52024412475,10,SUR
31.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.513818897543,23,MUM
32.0,4.5,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,29,20002.513602684685,21,MYS
21.0,4.5,Fog,Low,2,Meal,scooter,1.0,No,Urban,25,20002.50928183873,23,JAP
23.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,18,20002.51568757254,22,MYS
37.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.508679254173,23,MUM
29.0,4.9,Sunny,High,2,Buffet,scooter,0.0,No,,18,20002.51747977273,12,PUNE
20.0,5.0,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.515940272177,17,INDO
39.0,4.8,Sunny,High,2,Buffet,electric_scooter,0.0,No,Urban,21,20002.51746175694,14,HYD
,,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,35,20002.489428108693,,MUM
24.0,4.6,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,14,20002.49801920426,17,HYD
33.0,4.4,Cloudy,Jam,1,Snack,motorcycle,1.0,No,,32,20002.515795417243,19,HYD
39.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.49937037366,20,JAP
29.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,11,20002.490022334332,22,VAD
34.0,4.4,Fog,Medium,2,Meal,scooter,1.0,No,Urban,34,20002.508642328383,,PUNE
25.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,10,20002.513570129202,20,COIMB
29.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,16,20002.508332967544,23,CHEN
29.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,20002.51582225024,21,PUNE
23.0,4.5,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,20002.515701515462,23,CHEN
38.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.489798062667,17,SUR
28.0,4.9,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,16,20002.505852749044,18,VAD
24.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.51579464729,17,HYD
35.0,4.3,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,37,20002.51189350713,18,JAP
22.0,4.2,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.498148148763,19,PUNE
20.0,5.0,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,13,20002.497550764558,17,BANG
35.0,4.6,Fog,High,2,Snack,motorcycle,1.0,No,Metropolitian,28,20002.517400705125,12,BANG
29.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,41,20002.489125912685,19,HYD
28.0,5.0,Stormy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.520241262337,11,PUNE
26.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,16,20002.505954811037,22,RANCHI
33.0,4.2,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,35,20002.5055668242,18,MUM
25.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.497554949074,19,CHEN
31.0,5.0,Stormy,Low,2,Buffet,motorcycle,0.0,No,Urban,21,20002.51394765438,,VAD
37.0,4.8,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.519684426607,11,HYD
37.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,20002.505573509494,21,MUM
28.0,4.5,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.520234992477,8,COIMB
31.0,4.7,Sandstorms,Medium,2,Meal,scooter,,No,Metropolitian,29,20002.51871963081,,MYS
29.0,4.6,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,20002.4906873956,23,ALH
32.0,4.5,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.51166941111,18,RANCHI
32.0,4.6,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.520241974802,11,MUM
38.0,4.9,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.48621190569,22,KNP
25.0,4.1,Cloudy,Jam,2,Buffet,scooter,0.0,No,Urban,31,20002.51880589987,20,VAD
23.0,4.7,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,20002.515699298798,21,CHEN
29.0,4.8,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,11,20002.508979834565,22,BHP
30.0,4.6,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.509249302162,20,KNP
36.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51384792166,,AURG
31.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,24,20002.511349895478,22,HYD
26.0,4.6,Stormy,Jam,1,Drinks,scooter,0.0,No,Urban,20,20002.50511440572,21,BANG
25.0,4.6,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,11,20002.505892299923,22,INDO
31.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.513618915393,17,BANG
34.0,5.0,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.513796399122,,PUNE
25.0,4.6,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23,20002.488402576026,19,MYS
30.0,4.4,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40,20002.48840043652,20,MYS
31.0,4.9,Sunny,High,2,Meal,electric_scooter,1.0,No,Metropolitian,21,20002.51966376396,11,COIMB
31.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,26,20002.518817228527,23,RANCHI
25.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51966918444,8,CHEN
35.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,24,20002.515893657208,21,SUR
27.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.511162921757,23,CHEN
